SpeciesCat,SciName
25,Mordacia mordax
25,Geotria australis
25,Chanos chanos
25,Gasterosteus aculeatus
25,Gasterosteus crenobiontus
25,Gasterosteus wheatlandi
25,Gasterosteus spp
25,Culaea inconstans
25,Pungitius pungitius
25,Pungitius platygaster
25,Spinachia spinachia
25,Apeltes quadracus
25,Lates calcarifer
25,Morone saxatilis
25,Morone americana
25,Morone spp
25,Osteichthyes
31,Arnoglossus laterna
31,Arnoglossus imperialis
31,Arnoglossus thori
31,Arnoglossus capensis
31,Arnoglossus kessleri
31,Arnoglossus aspilos
31,Arnoglossus tapeinosoma
31,Arnoglossus spp
31,Asterorhombus fijiensis
31,Crossorhombus azureus
31,Engyophrys sanctilaurentii
31,Japonolaeops dentatus
31,Kamoharaia megastoma
31,Lophonectes gallus
31,Neolaeops microphthalmus
31,Parabothus coarctatus
31,Perissias taeniopterus
31,Psettina brevirictis
31,Taeniopsetta ocellata
31,Tosarhombus neocaledonicus
31,Trichopsetta caribbaea
31,Bothus podas
31,Bothus constellatus
31,Bothus lunatus
31,Bothus maculiferus
31,Bothus pantherinus
31,Bothus mancus
31,Bothus ocellatus
31,Chascanopsetta crumenalis
31,Chascanopsetta lugubris
31,Monolene antillarum
31,Monolene mertensi
31,Engyprosopon grandisquama
31,Laeops clarus
31,Laeops guentheri
31,Grammatobothus polyophthalmus
31,Bothidae
31,Acanthopsetta nadeshnyi
31,Hippoglossus hippoglossus
31,Hippoglossus stenolepis
31,Azygopus pinnifasciatus
31,Pleuronectes platessa
31,Pleuronectes glacialis
31,Pleuronectes quadrituberculat.
31,Pleuronectes orbignyana
31,Pleuronectes putnami
31,Pleuronectes schrenki
31,Pleuronectes vetulus
31,Reinhardtius hippoglossoides
31,Dexistes rikuzenius
31,Embassichthys bathybius
31,Atheresthes stomias
31,Atheresthes evermanni
31,Eopsetta jordani
31,Eopsetta grigorjewi
31,Glyptocephalus cynoglossus
31,Glyptocephalus zachirus
31,Glyptocephalus kitaharai
31,Marleyella bicolorata
31,Hippoglossoides platessoides
31,Hippoglossoides dubius
31,Hippoglossoides elassodon
31,Nematops chui
31,Paralichthodes algoensis
31,Pelotretis flavilatus
31,Peltorhamphus latus
31,Peltorhamphus novaezeelandiae
31,Ammotretis lituratus
31,Ammotretis rostratus
31,Limanda aspera
31,Limanda ferruginea
31,Limanda limanda
31,Limanda proboscidea
31,Limanda punctatissima
31,Limanda sakhalinensis
31,Limanda spp
31,Clidoderma asperrimum
31,Psammodiscus ocellatus
31,Lepidopsetta bilineata
31,Lepidopsetta mochigarei
31,Lepidopsetta polyxystra
31,Lyopsetta exilis
31,Microstomus achne
31,Microstomus pacificus
31,Microstomus kitt
31,Taratretis derwentensis
31,Platichthys flesus
31,Platichthys bicoloratus
31,Platichthys stellatus
31,Psettichthys melanostictus
31,Pseudopleuronectes herzenst.
31,Pseudopleuronectes americanus
31,Pseudopleuronectes yokohamae
31,Pseudopleuronectes obscurus
31,Oncopterus darwinii
31,Rhombosolea plebeia
31,Rhombosolea tapirina
31,Rhombosolea leporina
31,Rhombosolea spp
31,Verasper moseri
31,Verasper variegatus
31,Pleuronichthys cornutus
31,Pleuronichthys decurrens
31,Pleuronichthys verticalis
31,Pleuronichthys coenosus
31,Pleuronichthys guttulatus
31,Cleisthenes pinetorum
31,Cleisthenes herzensteini
31,Isopsetta isolepis
31,Colistium guntheri
31,Colistium nudipinnis
31,Poecilopsetta albomaculata
31,Poecilopsetta colorata
31,Pleuronectidae
31,Achlyopa nigra
31,Bathysolea lactea
31,Bathysolea polli
31,Bathysolea profundicola
31,Buglossidium luteum
31,Dagetichthys lakdoensis
31,Dexillus muelleri
31,Liachirus melanospilus
31,Solea solea
31,Solea lascaris
31,Solea humilis
31,Solea ovata
31,Solea senegalensis
31,Solea bleekeri
31,Solea impar
31,Solea nasuta
31,Solea aegyptiaca
31,Solea elongata
31,Solea stanalandi
31,Solea spp
31,Parachirus xenicus
31,Phyllichthys punctatus
31,Pseudaesopia japonica
31,Achiroides leucorhynchos
31,Achiroides melanorhynchus
31,Rhinosolea microlepidota
31,Dicologlossa cuneata
31,Dicologlossa hexophthalma
31,Soleichthys siammakuti
31,Typhlachirus caecus
31,Monochirus hispidus
31,Vanstraelenia chirophthalmus
31,Pardachirus pavoninus
31,Pardachirus marmoratus
31,Zebrias fasciatus
31,Zebrias zebra
31,Zebrias quagga
31,Zebrias captivus
31,Zebrias synapturoides
31,Aesopia cornuta
31,Heteromycteris japonica
31,Heteromycteris capensis
31,Heteromycteris proboscideus
31,Aseraggodes kaianus
31,Aseraggodes kobensis
31,Aseraggodes macleayanus
31,Aseraggodes cyaneus
31,Synaptura commersonnii
31,Synaptura marginata
31,Synaptura albomaculata
31,Synaptura lusitanica
31,Synaptura cadenati
31,Austroglossus microlepis
31,Austroglossus pectoralis
31,Austroglossus spp
31,Microchirus azevia
31,Microchirus ocellatus
31,Microchirus variegatus
31,Microchirus theophila
31,Microchirus boscanion
31,Microchirus frechkopi
31,Microchirus wittei
31,Microchirus spp
31,Synapturichthys kleinii
31,Pegusa triophthalma
31,Pegusa cadenati
31,Brachirus orientalis
31,Soleidae
31,Cynoglossus robustus
31,Cynoglossus bilineatus
31,Cynoglossus dubius
31,Cynoglossus lingua
31,Cynoglossus cynoglossus
31,Cynoglossus microlepis
31,Cynoglossus puncticeps
31,Cynoglossus interruptus
31,Cynoglossus arel
31,Cynoglossus semifasciatus
31,Cynoglossus joyneri
31,Cynoglossus macrostomus
31,Cynoglossus semilaevis
31,Cynoglossus canariensis
31,Cynoglossus abbreviatus
31,Cynoglossus senegalensis
31,Cynoglossus lida
31,Cynoglossus zanzibarensis
31,Cynoglossus browni
31,Cynoglossus cadenati
31,Cynoglossus monodi
31,Cynoglossus spp
31,Paraplagusia blochii
31,Paraplagusia bilineata
31,Symphurus strictus
31,Symphurus orientalis
31,Symphurus atricaudus
31,Symphurus plagusia
31,Symphurus ginsburgi
31,Symphurus ligulatus
31,Symphurus plagiusa
31,Symphurus tessellatus
31,Symphurus vanmelleae
31,Symphurus macrophthalmus
31,Cynoglossidae
31,Phrynorhombus norvegicus
31,Lepidorhombus whiffiagonis
31,Lepidorhombus boscii
31,Lepidorhombus spp
31,Zeugopterus punctatus
31,Scophthalmus rhombus
31,Scophthalmus aquosus
31,Psetta maxima
31,Scophthalmidae
31,Citharus linguatula
31,Brachypleura novaezeelandiae
31,Citharoides axillaris
31,Citharoides macrolepidotus
31,Citharoides macrolepis
31,Lepidoblepharon ophthalmolepis
31,Citharidae
31,Psettodes erumei
31,Psettodes belcheri
31,Psettodes bennettii
31,Psettodidae
31,Ancylopsetta cycloidea
31,Ancylopsetta dendritica
31,Gastropsetta frontalis
31,Tarphops elegans
31,Tephrinectes sinensis
31,Xystreurys liolepis
31,Citharichthys gilberti
31,Citharichthys sordidus
31,Citharichthys stigmaeus
31,Citharichthys stampflii
31,Citharichthys arctifrons
31,Citharichthys arenaceus
31,Citharichthys gymnorhinus
31,Citharichthys spilopterus
31,Cyclopsetta querna
31,Cyclopsetta panamensis
31,Cyclopsetta chittendeni
31,Etropus intermedius
31,Etropus crossotus
31,Etropus peruvianus
31,Etropus microstomus
31,Hippoglossina macrops
31,Hippoglossina stomata
31,Paralichthys olivaceus
31,Paralichthys brasiliensis
31,Paralichthys californicus
31,Paralichthys woolmani
31,Paralichthys dentatus
31,Paralichthys oblongus
31,Paralichthys albigutta
31,Paralichthys lethostigma
31,Paralichthys adspersus
31,Paralichthys patagonicus
31,Paralichthys isosceles
31,Paralichthys spp
31,Pseudorhombus elevatus
31,Pseudorhombus oligodon
31,Pseudorhombus arsius
31,Pseudorhombus javanicus
31,Pseudorhombus cinnamoneus
31,Pseudorhombus pentophthalmus
31,Pseudorhombus triocellatus
31,Pseudorhombus malayanus
31,Pseudorhombus spp
31,Syacium gunteri
31,Syacium latifrons
31,Syacium micrurum
31,Syacium papillosum
31,Syacium guineensis
31,Cephalopsetta ventrocellatus
31,Achirus achirus
31,Achirus lineatus
31,Achirus mazatlanus
31,Achirus scutum
31,Gymnachirus melas
31,Trinectes maculatus
31,Apionichthys dumerili
31,Catathyridium jenynsii
31,Achiropsetta slavae
31,Achiropsetta tricholepis
31,Mancopsetta maculata
31,Mancopsetta milfordi
31,Pseudomancopsetta andriashevi
31,Plagiopsetta glossa
31,Samaris cristatus
31,Samariscus huysmani
31,Pleuronectiformes
32,Muraenolepis microps
32,Muraenolepis marmoratus
32,Muraenolepis microcephalus
32,Muraenolepis orangiensis
32,Muraenolepis andriashevi
32,Muraenolepis spp
32,Auchenoceros punctatus
32,Austrophycis marginata
32,Eeyorius hutchinsi
32,Gadella imberbis
32,Gadella maraldi
32,Halargyreus johnsonii
32,Laemonema longipes
32,Laemonema laureysi
32,Laemonema yarrelli
32,Lotella phycis
32,Microlepidium verecundum
32,Momonatira globosus
32,Mora moro
32,Physiculus dalwigki
32,Physiculus japonica
32,Physiculus fulvus
32,Physiculus huloti
32,Physiculus natalensis
32,Physiculus spp
32,Pseudophycis bachus
32,Pseudophycis barbata
32,Pseudophycis breviuscula
32,Rhynchogadus hepaticus
32,Svetovidovia lucullus
32,Tripterophycis gilchristi
32,Lepidion lepidion
32,Lepidion eques
32,Lepidion guentheri
32,Lepidion ensiferus
32,Lepidion microcephalus
32,Lepidion spp
32,Antimora rostrata
32,Salilota australis
32,Moridae
32,Bregmaceros mcclellandi
32,Bregmaceros atlanticus
32,Bregmaceros nectabanus
32,Bregmaceros rarisquamosus
32,Bregmaceros spp
32,Brosme brosme
32,Gadus morhua
32,Gadus macrocephalus
32,Gadus ogac
32,Gadus spp
32,Molva molva
32,Molva dypterygia
32,Molva macrophthalma
32,Molva spp
32,Phycis blennoides
32,Phycis phycis
32,Phycis chesteri
32,Phycis spp
32,Urophycis brasiliensis
32,Urophycis chuss
32,Urophycis tenuis
32,Urophycis earllii
32,Urophycis floridana
32,Urophycis regia
32,Urophycis cirrata
32,Urophycis spp
32,Melanogrammus aeglefinus
32,Raniceps raninus
32,Eleginus navaga
32,Eleginus gracilis
32,Microgadus proximus
32,Microgadus tomcod
32,Pollachius virens
32,Pollachius pollachius
32,Theragra chalcogramma
32,Theragra finnmarchica
32,Boreogadus saida
32,Arctogadus glacialis
32,Arctogadus borisovi
32,Gadiculus argenteus
32,Gaidropsarus ensis
32,Gaidropsarus argentatus
32,Gaidropsarus biscayensis
32,Gaidropsarus macrophthalmus
32,Gaidropsarus mediterraneus
32,Gaidropsarus vulgaris
32,Gaidropsarus spp
32,Ciliata mustela
32,Ciliata septentrionalis
32,Ciliata spp
32,Trisopterus esmarkii
32,Trisopterus minutus
32,Trisopterus luscus
32,Trisopterus spp
32,Micromesistius poutassou
32,Micromesistius australis
32,Merlangius merlangus
32,Enchelyopus cimbrius
32,Lyconus brachycolus
32,Lyconus pinnatus
32,Lyconodes argenteus
32,Merluccius merluccius
32,Merluccius senegalensis
32,Merluccius australis
32,Merluccius bilinearis
32,Merluccius gayi
32,Merluccius hubbsi
32,Merluccius productus
32,Merluccius polli
32,Merluccius paradoxus
32,Merluccius albidus
32,Merluccius angustimanus
32,Merluccius capensis
32,Merluccius patagonicus
32,Merluccius spp
32,"Merluccius capensis, M.paradoxus"
32,Steindachneria argentea
32,Macruronus magellanicus
32,Macruronus novaezelandiae
32,Macruronus capensis
32,Merlucciidae
32,Macrourus berglax
32,Macrourus whitsoni
32,Macrourus carinatus
32,Macrourus holotrachys
32,Macrourus caml
32,Macrourus spp
32,Macrouroides inflaticeps
32,Hymenocephalus italicus
32,Coryphaenoides rupestris
32,Coryphaenoides guentheri
32,Coryphaenoides macrolophus
32,Coryphaenoides thelestomus
32,Coryphaenoides acrolepis
32,Coryphaenoides anguliceps
32,Coryphaenoides ariommus
32,Coryphaenoides armatus
32,Coryphaenoides carminifer
32,Coryphaenoides cinereus
32,Coryphaenoides delsolari
32,Coryphaenoides longifilis
32,Coryphaenoides marginatus
32,Coryphaenoides mexicanus
32,Coryphaenoides murrayi
32,Coryphaenoides nasutus
32,Coryphaenoides serrulatus
32,Coryphaenoides subserrulatus
32,Coryphaenoides zaniophorus
32,Coryphaenoides ferrieri
32,Coryphaenoides lecointei
32,Coryphaenoides spp
32,Coelorinchus acanthiger
32,Coelorinchus aconcagua
32,Coelorinchus anatirostris
32,Coelorinchus argentatus
32,Coelorinchus argus
32,Coelorinchus aspercephalus
32,Coelorinchus australis
32,Coelorinchus biclinozonalis
32,Coelorinchus braueri
32,Coelorinchus canus
32,Coelorinchus caribbaeus
32,Coelorinchus chilensis
32,Coelorinchus caelorhincus
32,Coelorinchus denticulatus
32,Coelorinchus fasciatus
32,Coelorinchus formosanus
32,Coelorinchus hexafasciatus
32,Coelorinchus innotabilis
32,Coelorinchus japonicus
32,Coelorinchus kaiyomaru
32,Coelorinchus kamoharai
32,Coelorinchus karrerae
32,Coelorinchus kermadecus
32,Coelorinchus kishinouyei
32,Coelorinchus labiatus
32,Coelorinchus longicephalus
32,Coelorinchus macrochir
32,Coelorinchus marinii
32,Coelorinchus matamua
32,Coelorinchus multispinulosus
32,Coelorinchus occa
32,Coelorinchus oliverianus
32,Coelorinchus parallelus
32,Coelorinchus productus
32,Coelorinchus scaphopsis
32,Coelorinchus ventrilux
32,Coelorinchus geronimo
32,Coelorinchus trunovi
32,Coelorinchus spp
32,Albatrossia pectoralis
32,Asthenomacrurus fragilis
32,Trachyrincus helolepis
32,Trachyrincus scabrus
32,Bathygadus macrops
32,Bathygadus melanobranchus
32,Bathygadus favosus
32,Squalogadus modificatus
32,Cetonurus crassiceps
32,Cetonurus globiceps
32,Cynomacrurus piriei
32,Odontomacrurus murrayi
32,Trachonurus sulcatus
32,Sphagemacrurus grenadae
32,Nezumia bairdi
32,Nezumia aequalis
32,Nezumia condylura
32,Nezumia convergens
32,Nezumia duodecim
32,Nezumia latirostrata
32,Nezumia liolepis
32,Nezumia loricata
32,Nezumia micronychodon
32,Nezumia orbitalis
32,Nezumia proxima
32,Nezumia sclerorhynchus
32,Nezumia stelgidolepis
32,Nezumia spp
32,Malacocephalus laevis
32,Malacocephalus occidentalis
32,Malacocephalus spp
32,Gadomus arcuatus
32,Haplomacrourus nudirostris
32,Idiolophorhynchus andriashevi
32,Kumba calvifrons
32,Kuronezumia bubonis
32,Kuronezumia leonis
32,Lepidorhynchus denticulatus
32,Mataeocephalus acipenserinus
32,Mataeocephalus tenuicauda
32,Mesobius antipodum
32,Pseudonezumia cetonuropsis
32,Ventrifossa atherodon
32,Ventrifossa ctenomelas
32,Ventrifossa divergens
32,Ventrifossa garmani
32,Ventrifossa macropogon
32,Ventrifossa nigrodorsalis
32,Ventrifossa petersoni
32,Ventrifossa nasuta
32,Macrouridae
32,Melanonus gracilis
32,Melanonus zugmayeri
32,Euclichthys polynemus
32,Gadiformes
33,Paramyxine atami
33,Myxine glutinosa
33,Nemamyxine elongata
33,Eptatretus burgeri
33,Eptatretus stoutii
33,Eptatretus cirrhatus
33,Myxinidae
33,Gonorynchus gonorynchus
33,Elops hawaiensis
33,Elops saurus
33,Elops affinis
33,Elops lacerta
33,Elops senegalensis
33,Elops machnata
33,Elops spp
33,Megalops atlanticus
33,Megalops cyprinoides
33,Albula vulpes
33,Albula glossodonta
33,Albula argentea
33,Pterothrissus belloci
33,Albulidae
33,Hime japonicus
33,Aulopus filamentosus
33,Aulopus cadenati
33,Alepisaurus ferox
33,Alepisaurus brevirostris
33,Alepisaurus spp
33,Anotopterus pharao
33,Anotopterus vorax
33,Pseudotrichonotus altivelis
33,Harpadon nehereus
33,Bathysaurus ferox
33,Bathysaurus mollis
33,Synodus evermanni
33,Synodus lucioceps
33,Synodus saurus
33,Synodus variegatus
33,Synodus synodus
33,Synodus dermatogenys
33,Synodus macrops
33,Synodus jaculum
33,Synodus myops
33,Saurida tumbil
33,Saurida brasiliensis
33,Saurida undosquamis
33,Saurida gracilis
33,Saurida longimanus
33,Saurida nebulosa
33,Saurida spp
33,Synodontidae
33,Ancharius brevibarbis
33,Ariopsis assimilis
33,Ariopsis bonillai
33,Ariopsis seemanni
33,Ariopsis guatemalensis
33,Batrachocephalus mino
33,Cathorops fuerthii
33,Cathorops spixii
33,Cephalocassis melanochir
33,Arius dussumieri
33,Arius jella
33,Arius arius
33,Arius manillensis
33,Arius sona
33,Arius leptaspis
33,Arius nasutus
33,Arius gigas
33,Arius platystomus
33,Arius heudelotii
33,Arius latiscutatus
33,Arius venosus
33,Arius maculatus
33,Arius caelatus
33,Arius sagor
33,Arius felis
33,Arius phrygiatus
33,Arius proops
33,Arius parkii
33,Arius madagascariensis
33,Arius spp
33,Cinetodus froggatti
33,Cochlefelis danielsi
33,Doiichthys novaeguineae
33,Genidens genidens
33,Ketengus typus
33,Nedystoma dayi
33,Tachysurus nenga
33,Tetranesodon conorhynchus
33,Bagre marinus
33,Bagre panamensis
33,Bagre pinnimaculatus
33,Bagre bagre
33,Galeichthys peruvianus
33,Galeichthys feliceps
33,Galeichthys spp
33,Hemipimelodus bicolor
33,Netuma barba
33,Netuma thalassina
33,Netuma bilineata
33,Osteogeneiosus militaris
33,Notarius grandicassis
33,Notarius troschelii
33,Amphiarius rugispinis
33,Aspistor quadriscutis
33,Aspistor parkeri
33,Sciades dowii
33,Sciades herzbergii
33,Sciades passany
33,Sciades couma
33,Plicofollis tenuispinis
33,Neoarius midgleyi
33,Ariidae
33,Cnidoglanis macrocephalus
33,Euristhmus lepturus
33,Plotosus canius
33,Plotosus lineatus
33,Plotosus papuensis
33,Plotosus nkunga
33,Plotosus limbatus
33,Plotosus spp
33,Paraplotosus albilabris
33,Anarchias allardicei
33,Gymnothorax meleagris
33,Gymnothorax mareei
33,Gymnothorax rueppelliae
33,Gymnothorax dovii
33,Gymnothorax funebris
33,Gymnothorax mordax
33,Gymnothorax moringa
33,Gymnothorax ocellatus
33,Gymnothorax porphyreus
33,Gymnothorax flavimarginatus
33,Gymnothorax undulatus
33,Gymnothorax vicinus
33,Gymnothorax pseudothyrsoideus
33,Gymnothorax maderensis
33,Gymnothorax polygonius
33,Gymnothorax unicolor
33,Gymnothorax afer
33,Gymnothorax bacalladoi
33,Gymnothorax kidako
33,Gymnothorax phasmatodes
33,Gymnothorax nudivomer
33,Gymnothorax favagineus
33,Gymnothorax equatorialis
33,Gymnothorax phalarus
33,Gymnothorax spp
33,Channomuraena vittata
33,Muraena helena
33,Muraena pavonina
33,Muraena retifera
33,Muraena robusta
33,Muraena argus
33,Muraena lentiginosa
33,Muraena melanotis
33,Muraena australiae
33,Muraena clepsydra
33,Muraena augusti
33,Muraena spp
33,Cirrimaxilla formosa
33,Enchelycore bayeri
33,Enchelycore pardalis
33,Enchelycore anatina
33,Enchelycore nigricans
33,Enchelynassa canina
33,Gymnomuraena zebra
33,Gymnotus pantherinus
33,Echidna catenata
33,Echidna nebulosa
33,Echidna polyzona
33,Echidna peli
33,Monopenchelys acuta
33,Pseudechidna brummeri
33,Rhinomuraena quaesita
33,Siderea thyrsoidea
33,Siderea picta
33,Strophidon sathete
33,Thyrsoidea macrura
33,Uropterygius macrocephalus
33,Uropterygius wheeleri
33,Muraenidae
33,Panturichthys isognathus
33,Panturichthys longus
33,Panturichthys mauritanicus
33,Pythonichthys sanguineus
33,Pythonichthys macrurus
33,Pythonichthys microphthalmus
33,Heterenchelyidae
33,Neoconger tuberculatus
33,Moringua edwardsi
33,Moringuidae
33,Ophichthus ophis
33,Ophichthus regius
33,Ophichthus rufus
33,Ophichthus remiger
33,Ophichthus gomesii
33,Ophichthus apicalis
33,Ophichthus zophochir
33,Ophichthus frontalis
33,Ophisurus serpens
33,Ophisurus macrorhynchus
33,Xyrias revulsus
33,Scytalichthys miurus
33,Schultzidia johnstonensis
33,Schismorhynchus labialis
33,Quassiremus polyclitellum
33,Phaenomonas cooperae
33,Paraletharchus pacificus
33,Pisodonophis boro
33,Pisodonophis cancrivorus
33,Pisodonophis semicinctus
33,Pisodonophis hoeveni
33,Neenchelys daedalus
33,Mystriophis porphyreus
33,Mystriophis crosnieri
33,Mystriophis rostellatus
33,Myrophis punctatus
33,Myrophis plumbeus
33,Muraenichthys gymnotus
33,Muraenichthys schultzei
33,Malvoliophis pinguis
33,Leuropharus lasiops
33,Leptenchelys vermiformis
33,Leiuranus semicinctus
33,Lamnostoma polyophthalma
33,Lamnostoma orientalis
33,Ichthyapus acuticeps
33,Herpetoichthys fossatus
33,Hemerorhinus opici
33,Caecula pterygera
33,Gordiichthys irretitus
33,Evips percinctus
33,Ethadophis byrnei
33,Ethadophis epinepheli
33,Elapsopis versicolor
33,Echiophis punctifer
33,Echiophis creutzbergi
33,Echiophis brunneus
33,Echelus myrus
33,Echelus pachyrhynchus
33,Dalophis obtusirostris
33,Dalophis boulengeri
33,Dalophis cephalopeltis
33,Dalophis multidentatus
33,Pseudomyrophis atlanticus
33,Cirricaecula johnsoni
33,Caralophia loxochila
33,Letharchus velifer
33,Myrichthys aki
33,Myrichthys pardalis
33,Callechelys catostomus
33,Callechelys guineensis
33,Callechelys leucoptera
33,Brachysomophis crocodilinus
33,Brachysomophis atlanticus
33,Apterichtus kendalli
33,Apterichtus gracilis
33,Apterichtus monodi
33,Aprognathodon platyventris
33,Aplatophis chauliodus
33,Ahlia egmontis
33,Bascanichthys bascanoides
33,Bascanichthys ceciliae
33,Cirrhimuraena inhacae
33,Phyllophichthus xenodontus
33,Ophichthidae
33,Chilorhinus platyrhynchus
33,Chlopsis dentatus
33,Chlopsis olokun
33,Kaupichthys hyoproroides
33,Aulichthys japonicus
33,Aulorhynchus flavidus
33,Eurypegasus draconis
33,Pegasus volitans
33,Hypoptychus dybowskii
33,Aulostomus strigosus
33,Fistularia corneta
33,Fistularia tabacaria
33,Fistularia commersonii
33,Fistularia petimba
33,Fistularia spp
33,Centriscus cristatus
33,Centriscus scutatus
33,Aeoliscus punctulatus
33,Solenostomus cyanopterus
33,Solenostomus paradoxus
33,Anarchopterus criniger
33,Apterygocampus epinnulatus
33,Syngnathus acus
33,Syngnathus typhle
33,Syngnathus abaster
33,Syngnathus phlegon
33,Syngnathus rostellatus
33,Syngnathus schmidti
33,Syngnathus taenionotus
33,Syngnathus tenuirostris
33,Syngnathus variegatus
33,Syngnathus spp
33,Bhanotia fasciolata
33,Hippocampus fuscus
33,Hippocampus hippocampus
33,Hippocampus guttulatus
33,Hippocampus comes
33,Hippocampus algiricus
33,Hippocampus kuda
33,Hippocampus trimaculatus
33,Hippocampus histrix
33,Hippocampus spp
33,Nerophis maculatus
33,Nerophis ophidion
33,Nerophis lumbriciformis
33,Doryichthys boaja
33,Choeroichthys brachysoma
33,Stigmatopora argus
33,Syngnathoides biaculeatus
33,Solegnathus dunckeri
33,Acentronura australe
33,Acentronura tentaculata
33,Phyllopteryx taeniolatus
33,Phycodurus eques
33,Bryx analicarens
33,Bulbonaricus brauni
33,Campichthys galei
33,Corythoichthys flavofasciatus
33,Corythoichthys haematopterus
33,Cosmocampus arctus
33,Cosmocampus retropinnis
33,Cosmocampus investigatoris
33,Entelurus aequoreus
33,Doryrhamphus baldwini
33,Doryrhamphus excisus
33,Enneacampus kaupi
33,Festucalex erythraeus
33,Festucalex wassi
33,Filicampus tigris
33,Halicampus brocki
33,Haliichthys taeniophorus
33,Heraldia nocturna
33,Hippichthys cyanospilus
33,Hippichthys penicillus
33,Histiogamphelus cristatus
33,Hypselognathus horridus
33,Ichthyocampus carce
33,Kaupus costatus
33,Kimblaeus bassensis
33,Leptoichthys fistularius
33,Leptonotus blainvilleanus
33,Lissocampus bannwarthi
33,Maroubra yasudai
33,Micrognathus andersonii
33,Microphis argulus
33,Microphis brachyurus
33,Minyichthys myersi
33,Mitotichthys mollisoni
33,Nannocampus elegans
33,Notiocampus ruber
33,Penetopteryx nanus
33,Phoxocampus belcheri
33,Pseudophallus starksii
33,Pugnaso curtirostris
33,Siokunichthys bentuviai
33,Stipecampus cristatus
33,Trachyrhamphus bicoarctatus
33,Urocampus carinirostris
33,Vanacampus margaritifer
33,Syngnathidae
33,Disparichthys fluviatilis
33,Echiodon cryomargarites
33,Encheliophis boraborensis
33,Eurypleuron owasianum
33,Onuxodon fowleri
33,Pyramodon punctatus
33,Snyderidia bothrops
33,Carapus acus
33,Carapidae
33,Bidenichthys capensis
33,Brosmodorsalis persicinus
33,Brotulina erythrea
33,Calamopteryx goslinei
33,Dermatopsis macrodon
33,Dermatopsoides kasougae
33,Diancistrus longifilis
33,Dinematichthys dasyrhynchus
33,Dinematichthys iluocoeteoides
33,Dipulus caecus
33,Grammonoides opisthodon
33,Grammonus ater
33,Grammonus diagrammus
33,Gunterichthys longipenis
33,Lucifuga dentatus
33,Monothrix mizolepis
33,Ogilbia cayorum
33,Stygnobrotula latebricola
33,Holocentrus ascensionis
33,Myripristis jacobus
33,Myripristis murdjan
33,Myripristis berndti
33,Myripristis kuntee
33,Myripristis botche
33,Myripristis chryseres
33,Myripristis hexagona
33,Myripristis vittata
33,Myripristis spp
33,Neoniphon argenteus
33,Neoniphon sammara
33,Ostichthys acanthorhinus
33,Ostichthys japonicus
33,Ostichthys kaianus
33,Plectrypops lima
33,Pristilepis oligolepis
33,Sargocentron caudimaculatum
33,Sargocentron spiniferum
33,Sargocentron diadema
33,Sargocentron hastatum
33,Sargocentron rubrum
33,Sargocentron violaceum
33,Sargocentron suborbitalis
33,Holocentridae
33,Mugil bananensis
33,Mugil cephalus
33,Mugil liza
33,Mugil curema
33,Mugil incilis
33,Mugil trichodon
33,Mugil soiuy
33,Mugil capurrii
33,Mugil spp
33,Chelon bispinosus
33,Chelon labrosus
33,Chelon melinopterus
33,Chelon parsia
33,Chelon planiceps
33,Chelon macrolepis
33,Chelon subviridis
33,Aldrichetta forsteri
33,Agonostomus telfairii
33,Agonostomus monticola
33,Cestraeus oxyrhynchus
33,Cestraeus goldiei
33,Cestraeus plicatilis
33,Cestraeus spp
33,Joturus pichardi
33,Crenimugil heterocheilus
33,Crenimugil crenilabis
33,Liza ramada
33,Liza aurata
33,Liza richardsonii
33,Liza tricuspidens
33,Liza saliens
33,Liza grandisquamis
33,Liza dumerili
33,Liza vaigiensis
33,Liza klunzingeri
33,Liza falcipinnis
33,Liza abu
33,Liza alata
33,Liza persicus
33,Liza haematocheilus
33,Liza spp
33,Moolgarda pedaraki
33,Rhinomugil corsula
33,Chaenomugil proboscideus
33,Myxus elongatus
33,Neomyxus leuciscus
33,Oedalechilus labeo
33,Oedalechilus labiosus
33,Valamugil cunnesius
33,Valamugil seheli
33,Valamugil speigleri
33,Valamugil spp
33,Sicamugil hamiltonii
33,Xenomugil thoburni
33,Paramugil parmatus
33,Mugilidae
33,Dipterygonotus balteatus
33,Gymnocaesio gymnoptera
33,Pterocaesio chrysozona
33,Pterocaesio digramma
33,Pterocaesio pisang
33,Pterocaesio tessellata
33,Pterocaesio capricornis
33,Pterocaesio tile
33,Pterocaesio spp
33,Caesio caerulaurea
33,Caesio cuning
33,Caesio varilineata
33,Caesio lunaris
33,Caesio suevica
33,Caesio teres
33,Caesio xanthonota
33,Caesio spp
33,Caesionidae
33,Centropomus unionensis
33,Centropomus armatus
33,Centropomus ensiferus
33,Centropomus medius
33,Centropomus nigrescens
33,Centropomus parallelus
33,Centropomus pectinatus
33,Centropomus robalito
33,Centropomus undecimalis
33,Centropomus viridis
33,Centropomus mexicanus
33,Centropomus spp
33,Hypopterus macropterus
33,Psammoperca waigiensis
33,Aethaloperca rogaa
33,Anyperodon leucogrammicus
33,Aporops bilinearis
33,Aulacocephalus temmincki
33,Bathyanthias mexicanus
33,Belonoperca chabanaudi
33,Caesioperca lepidoptera
33,Caesioscorpis theagenes
33,Caprodon longimanus
33,Chelidoperca hirundinacea
33,Cratinus agassizii
33,Diploprion bifasciatum
